timestamp,open,high,low,close,volume
2025-01-01 12:20:00,93565.48,93650.72,93565.48,93620.99,2.276025
2025-01-01 12:21:00,93620.99,93652.0,93620.99,93652.0,3.242726
2025-01-01 12:22:00,93652.0,93748.0,93651.99,93747.99,2.986678
2025-01-01 12:23:00,93747.99,93787.51,93747.99,93787.51,4.162356
2025-01-01 12:24:00,93787.51,93836.0,93762.13,93781.96,3.934289
2025-01-01 12:25:00,93781.96,93837.32,93781.96,93824.4,3.804589
2025-01-01 12:26:00,93824.4,93824.4,93800.0,93811.99,4.234293
2025-01-01 12:27:00,93811.99,93837.84,93811.99,93837.83,1.822638
2025-01-01 12:28:00,93837.83,93975.6,93837.83,93968.01,4.106772
2025-01-01 12:29:00,93968.01,93968.01,93900.36,93900.37,3.442368
2025-01-01 12:30:00,93900.37,93900.37,93888.0,93888.01,3.177868
2025-01-01 12:31:00,93888.01,93921.2,93888.01,93911.99,2.386748
2025-01-01 12:32:00,93911.99,93912.0,93864.0,93864.0,7.740883
2025-01-01 12:33:00,93864.0,93885.19,93860.0,93864.01,24.480073
2025-01-01 12:34:00,93864.01,93864.02,93844.03,93844.04,14.746836
2025-01-01 12:35:00,93844.04,93861.47,93800.0,93800.0,20.409703
2025-01-01 12:36:00,93800.0,93871.2,93800.0,93844.0,20.580015
2025-01-01 12:37:00,93844.0,93889.56,93844.0,93868.01,28.379247
2025-01-01 12:38:00,93868.01,93874.86,93868.0,93872.01,13.194095
2025-01-01 12:39:00,93872.01,93872.01,93848.01,93858.84,22.662515
2025-01-01 12:40:00,93858.84,93883.16,93858.83,93883.16,9.295511
2025-01-01 12:41:00,93883.16,93891.62,93883.15,93891.61,20.284998
2025-01-01 12:42:00,93891.61,93891.62,93891.61,93891.61,16.601394
2025-01-01 12:43:00,93891.61,93891.62,93832.0,93832.01,9.350902
2025-01-01 12:44:00,93832.01,93832.01,93808.43,93812.06,11.140475
2025-01-01 12:45:00,93812.06,93812.07,93796.0,93796.0,3.175142
2025-01-01 12:46:00,93796.0,93796.01,93752.87,93752.88,1.70132
2025-01-01 12:47:00,93752.88,93771.39,93743.61,93755.0,3.713989
2025-01-01 12:48:00,93755.0,93755.01,93739.0,93739.03,1.808909
2025-01-01 12:49:00,93739.03,93755.0,93735.6,93735.71,1.876633
2025-01-01 12:50:00,93735.71,93735.72,93721.38,93731.98,3.116983
2025-01-01 12:51:00,93731.98,93740.0,93731.97,93739.99,2.33822
2025-01-01 12:52:00,93739.99,93740.0,93739.99,93740.0,2.933181
2025-01-01 12:53:00,93740.0,93740.0,93739.99,93740.0,4.124899
2025-01-01 12:54:00,93740.0,93771.37,93739.99,93771.36,2.07541
2025-01-01 12:55:00,93771.36,93820.0,93771.36,93804.01,1.873752
2025-01-01 12:56:00,93804.01,93820.0,93804.0,93816.01,2.329742
2025-01-01 12:57:00,93816.01,93847.99,93816.0,93839.33,2.097491
2025-01-01 12:58:00,93839.33,93839.34,93839.33,93839.34,1.442319
2025-01-01 12:59:00,93839.34,93839.34,93839.33,93839.34,2.06038
2025-01-01 13:00:00,93839.34,93839.34,93810.78,93810.79,1.89781
2025-01-01 13:01:00,93810.79,93810.79,93789.52,93808.0,1.862784
2025-01-01 13:02:00,93808.0,93839.34,93807.99,93839.33,1.696133
2025-01-01 13:03:00,93839.33,93864.63,93828.03,93828.05,2.106888
2025-01-01 13:04:00,93828.05,93911.33,93816.0,93907.91,2.150988
2025-01-01 13:05:00,93907.91,93907.92,93892.09,93892.1,2.128391
2025-01-01 13:06:00,93892.1,93892.1,93845.47,93845.47,2.929866
2025-01-01 13:07:00,93845.47,93872.0,93837.94,93837.95,2.081357
2025-01-01 13:08:00,93837.95,93837.95,93780.65,93796.02,2.185534
2025-01-01 13:09:00,93796.02,93796.02,93707.0,93707.0,1.674715
2025-01-01 13:10:00,93707.0,93708.0,93688.0,93708.0,1.768016
2025-01-01 13:11:00,93708.0,93720.48,93690.57,93690.59,4.739528
2025-01-01 13:12:00,93690.59,93698.45,93688.0,93688.0,1.782097
2025-01-01 13:13:00,93688.0,93695.75,93688.0,93695.75,1.752356
2025-01-01 13:14:00,93695.75,93695.75,93670.82,93683.99,1.607961
2025-01-01 13:15:00,93683.99,93717.57,93683.99,93717.03,1.689575
2025-01-01 13:16:00,93717.03,93737.85,93717.03,93732.04,1.623949
2025-01-01 13:17:00,93732.04,93732.05,93714.42,93714.43,1.714215
2025-01-01 13:18:00,93714.43,93714.43,93648.0,93648.01,1.490096
2025-01-01 13:19:00,93648.01,93691.98,93648.01,93691.97,1.755996
2025-01-01 13:20:00,93691.97,93716.0,93691.97,93711.13,2.69313
2025-01-01 13:21:00,93711.13,93711.14,93654.88,93654.89,2.170956
2025-01-01 13:22:00,93654.89,93654.89,93624.01,93634.0,1.832312
2025-01-01 13:23:00,93634.0,93678.08,93633.99,93678.05,1.485543
2025-01-01 13:24:00,93678.05,93678.05,93652.64,93652.65,1.593032
2025-01-01 13:25:00,93652.65,93660.0,93652.64,93659.99,2.448293
2025-01-01 13:26:00,93659.99,93672.0,93659.99,93671.99,1.183526
2025-01-01 13:27:00,93671.99,93750.0,93671.99,93743.98,2.260716
2025-01-01 13:28:00,93743.98,93799.16,93743.97,93796.02,2.294555
2025-01-01 13:29:00,93796.02,93796.02,93752.26,93752.26,2.249526
2025-01-01 13:30:00,93752.26,93784.01,93740.0,93784.0,1.518921
2025-01-01 13:31:00,93784.0,93796.01,93784.0,93796.0,3.484298
2025-01-01 13:32:00,93796.0,93816.0,93795.99,93816.0,2.1893
2025-01-01 13:33:00,93816.0,93860.0,93815.99,93852.02,2.228161
2025-01-01 13:34:00,93852.02,93867.38,93852.01,93867.37,2.117799
2025-01-01 13:35:00,93867.37,93900.0,93867.37,93884.02,1.716328
2025-01-01 13:36:00,93884.02,93884.02,93838.0,93844.02,8.109125
2025-01-01 13:37:00,93844.02,93844.02,93820.0,93839.99,4.367051
2025-01-01 13:38:00,93839.99,93863.66,93807.04,93807.05,4.321409
2025-01-01 13:39:00,93807.05,93807.05,93786.34,93786.34,5.402832
2025-01-01 13:40:00,93786.34,93786.35,93745.3,93782.61,3.074919
2025-01-01 13:41:00,93782.61,93831.58,93782.61,93831.57,2.372537
2025-01-01 13:42:00,93831.57,93840.0,93824.0,93824.01,2.134115
2025-01-01 13:43:00,93824.01,93824.01,93800.0,93800.01,4.226641
2025-01-01 13:44:00,93800.01,93800.01,93800.0,93800.0,4.754787
2025-01-01 13:45:00,93800.0,93811.45,93780.0,93780.0,3.833661
2025-01-01 13:46:00,93780.0,93808.0,93780.0,93807.99,5.067363
2025-01-01 13:47:00,93807.99,93900.0,93807.98,93890.12,2.992609
2025-01-01 13:48:00,93890.12,93904.0,93890.11,93901.38,3.855488
2025-01-01 13:49:00,93901.38,93912.0,93901.37,93912.0,9.711242
2025-01-01 13:50:00,93912.0,93912.0,93911.99,93912.0,6.056825
2025-01-01 13:51:00,93912.0,93924.0,93911.99,93924.0,5.53673
2025-01-01 13:52:00,93924.0,93924.0,93865.81,93865.82,4.035836
2025-01-01 13:53:00,93865.82,93900.0,93865.81,93899.99,4.186188
2025-01-01 13:54:00,93899.99,93899.99,93896.02,93896.05,4.068267
2025-01-01 13:55:00,93896.05,93896.05,93896.04,93896.04,4.643758
2025-01-01 13:56:00,93896.04,93896.05,93896.04,93896.05,2.038361
2025-01-01 13:57:00,93896.05,93960.0,93896.04,93960.0,4.331964
2025-01-01 13:58:00,93960.0,94032.0,93959.99,94028.57,3.610598
2025-01-01 13:59:00,94028.57,94056.0,94028.57,94042.44,4.405397
2025-01-01 14:00:00,94042.44,94153.85,94042.43,94153.85,6.1608
2025-01-01 14:01:00,94153.85,94203.99,94153.84,94183.99,7.205418
2025-01-01 14:02:00,94183.99,94209.88,94183.99,94209.86,8.050304
2025-01-01 14:03:00,94209.86,94377.92,94209.86,94342.02,5.473837
2025-01-01 14:04:00,94342.02,94377.6,94330.8,94375.99,5.511543
2025-01-01 14:05:00,94375.99,94459.66,94375.99,94456.01,6.580911
2025-01-01 14:06:00,94456.01,94456.01,94345.51,94345.52,19.575268
2025-01-01 14:07:00,94345.52,94378.21,94285.48,94285.49,6.731641
2025-01-01 14:08:00,94285.49,94356.0,94203.42,94355.99,6.809847
2025-01-01 14:09:00,94355.99,94356.0,94294.12,94294.17,8.045744
2025-01-01 14:10:00,94294.17,94375.97,94292.0,94375.96,3.407946
2025-01-01 14:11:00,94375.96,94375.96,94281.0,94281.01,7.670678
2025-01-01 14:12:00,94281.01,94298.54,94264.0,94292.0,4.042878
2025-01-01 14:13:00,94292.0,94292.0,94288.01,94288.99,6.708926
2025-01-01 14:14:00,94288.99,94288.99,94275.0,94275.01,10.279539
2025-01-01 14:15:00,94275.01,94275.01,94172.67,94223.99,17.782555
2025-01-01 14:16:00,94223.99,94257.04,94216.0,94257.03,12.299818
2025-01-01 14:17:00,94257.03,94323.69,94257.03,94317.51,8.579137
2025-01-01 14:18:00,94317.51,94317.51,94224.35,94224.35,14.878661
2025-01-01 14:19:00,94224.35,94247.59,94209.75,94209.75,15.955006
2025-01-01 14:20:00,94209.75,94238.09,94209.75,94236.0,20.387981
2025-01-01 14:21:00,94236.0,94236.01,94197.49,94219.99,15.758853
2025-01-01 14:22:00,94219.99,94227.99,94219.99,94227.98,17.203071
2025-01-01 14:23:00,94227.98,94234.07,94220.0,94224.0,16.983377
2025-01-01 14:24:00,94224.0,94224.01,94180.0,94199.99,22.880748
2025-01-01 14:25:00,94199.99,94199.99,94108.0,94108.0,15.823078
2025-01-01 14:26:00,94108.0,94108.01,94021.41,94051.18,11.310443
2025-01-01 14:27:00,94051.18,94081.46,94051.17,94073.74,7.719081
2025-01-01 14:28:00,94073.74,94095.43,94040.0,94040.03,7.9069
2025-01-01 14:29:00,94040.03,94040.04,93929.86,93939.81,13.02331
2025-01-01 14:30:00,93939.81,93948.0,93778.0,93778.0,9.409578
2025-01-01 14:31:00,93778.0,93831.97,93741.42,93831.93,12.622365
2025-01-01 14:32:00,93831.93,93859.36,93767.59,93799.99,13.995858
2025-01-01 14:33:00,93799.99,93800.0,93690.8,93759.17,8.083266
2025-01-01 14:34:00,93759.17,93872.86,93759.16,93816.0,7.778895
2025-01-01 14:35:00,93816.0,94041.13,93816.0,94021.34,6.285616
2025-01-01 14:36:00,94021.34,94156.0,94021.34,94144.01,7.65084
2025-01-01 14:37:00,94144.01,94144.01,94068.0,94068.03,10.281718
2025-01-01 14:38:00,94068.03,94084.0,94068.02,94084.0,10.429041
2025-01-01 14:39:00,94084.0,94084.0,94083.99,94084.0,9.148517
2025-01-01 14:40:00,94084.0,94120.0,94044.0,94044.19,11.586512
2025-01-01 14:41:00,94044.19,94083.98,94044.19,94083.98,6.870437
2025-01-01 14:42:00,94083.98,94084.0,94083.97,94083.99,7.465042
2025-01-01 14:43:00,94083.99,94084.0,94020.0,94020.0,6.261561
2025-01-01 14:44:00,94020.0,94020.01,93968.0,93988.81,5.800096
2025-01-01 14:45:00,93988.81,93988.81,93924.0,93971.98,6.563165
2025-01-01 14:46:00,93971.98,93999.8,93971.98,93999.8,5.115745
2025-01-01 14:47:00,93999.8,94216.65,93999.79,94188.01,7.419876
2025-01-01 14:48:00,94188.01,94228.0,94140.77,94140.77,5.343951
2025-01-01 14:49:00,94140.77,94173.1,94140.77,94152.0,6.946671
2025-01-01 14:50:00,94152.0,94199.45,94152.0,94199.44,5.063163
2025-01-01 14:51:00,94199.44,94199.45,94168.0,94194.09,4.844713
2025-01-01 14:52:00,94194.09,94194.09,94156.0,94164.4,3.078569
2025-01-01 14:53:00,94164.4,94164.4,94128.0,94128.0,2.056189
2025-01-01 14:54:00,94128.0,94144.0,94128.0,94138.8,2.950203
2025-01-01 14:55:00,94138.8,94158.3,94138.8,94158.29,2.537098
2025-01-01 14:56:00,94158.29,94196.4,94158.29,94196.4,2.861743
2025-01-01 14:57:00,94196.4,94196.4,94192.0,94192.01,1.747776
2025-01-01 14:58:00,94192.01,94192.01,94172.0,94183.99,3.052727
2025-01-01 14:59:00,94183.99,94184.0,94183.99,94183.99,3.011063
2025-01-01 15:00:00,94183.99,94184.0,94162.0,94162.01,2.405975
2025-01-01 15:01:00,94162.01,94183.78,94144.0,94183.78,3.158863
2025-01-01 15:02:00,94183.78,94183.78,94176.0,94180.01,3.759285
2025-01-01 15:03:00,94180.01,94219.03,94172.0,94219.02,2.295117
2025-01-01 15:04:00,94219.02,94279.9,94200.85,94200.85,3.741189
2025-01-01 15:05:00,94200.85,94212.0,94185.37,94188.18,2.955174
2025-01-01 15:06:00,94188.18,94203.93,94128.0,94136.01,2.917224
2025-01-01 15:07:00,94136.01,94176.0,94128.0,94176.0,6.322416
2025-01-01 15:08:00,94176.0,94176.0,94115.0,94115.0,3.525628
2025-01-01 15:09:00,94115.0,94115.01,94084.63,94111.99,6.596303
2025-01-01 15:10:00,94111.99,94112.0,94096.0,94096.74,6.016778
2025-01-01 15:11:00,94096.74,94096.74,94040.0,94040.01,3.386214
2025-01-01 15:12:00,94040.01,94040.01,94004.0,94028.0,3.456887
2025-01-01 15:13:00,94028.0,94028.0,93966.26,93966.27,5.506775
2025-01-01 15:14:00,93966.27,93992.0,93928.0,93991.99,2.624153
2025-01-01 15:15:00,93991.99,94003.84,93960.0,93960.02,1.58226
2025-01-01 15:16:00,93960.02,94001.07,93928.06,93996.0,5.750647
2025-01-01 15:17:00,93996.0,94060.23,93995.99,94060.22,4.138458
2025-01-01 15:18:00,94060.22,94060.23,94036.0,94052.0,3.074553
2025-01-01 15:19:00,94052.0,94164.0,94051.99,94155.99,3.084554
2025-01-01 15:20:00,94155.99,94176.03,94150.26,94176.03,2.105176
2025-01-01 15:21:00,94176.03,94194.57,94176.02,94185.37,2.517949
2025-01-01 15:22:00,94185.37,94185.37,94164.4,94178.28,2.878825
2025-01-01 15:23:00,94178.28,94191.4,94172.0,94191.4,2.160868
2025-01-01 15:24:00,94191.4,94247.6,94191.39,94229.79,2.601221
2025-01-01 15:25:00,94229.79,94229.79,94216.56,94219.98,2.955793
2025-01-01 15:26:00,94219.98,94219.99,94192.01,94208.0,2.671425
2025-01-01 15:27:00,94208.0,94208.0,94144.0,94144.01,2.222219
2025-01-01 15:28:00,94144.01,94175.49,94144.0,94173.66,3.621078
2025-01-01 15:29:00,94173.66,94173.66,94173.65,94173.66,2.228495
2025-01-01 15:30:00,94173.66,94173.66,94124.0,94155.81,2.354619
