timestamp,open,high,low,close,volume
2025-02-12 23:00:00,97770.8,97979.3,97554.7,97816.3,4913.819
2025-02-13 00:00:00,97816.3,97822.2,97480.0,97779.2,3334.082
2025-02-13 01:00:00,97779.2,98053.8,97693.6,97939.9,3658.081
2025-02-13 02:00:00,97939.9,97940.0,97309.1,97433.6,3531.121
2025-02-13 03:00:00,97433.7,97593.9,97401.6,97463.4,2005.056
2025-02-13 04:00:00,97463.4,97519.3,96723.0,96905.0,5505.73
2025-02-13 05:00:00,96905.1,96905.1,96455.0,96628.8,6340.574
2025-02-13 06:00:00,96628.8,96716.7,95706.8,96010.0,11977.296
2025-02-13 07:00:00,96010.0,96185.0,95807.0,96018.5,5704.65
2025-02-13 08:00:00,96018.5,96128.7,95645.5,95888.2,5530.613
2025-02-13 09:00:00,95888.1,96248.0,95732.0,96204.9,4856.211
2025-02-13 10:00:00,96205.0,96288.9,96047.2,96115.5,2895.288
2025-02-13 11:00:00,96115.5,96237.0,95500.0,95883.6,7037.827
2025-02-13 12:00:00,95883.6,96027.0,95658.5,95775.1,4002.389
2025-02-13 13:00:00,95775.1,96250.0,95618.5,96028.1,9659.476
2025-02-13 14:00:00,96028.1,96056.5,95288.5,95818.6,10599.288
2025-02-13 15:00:00,95818.6,96432.4,95506.0,95943.5,13513.265
2025-02-13 16:00:00,95943.2,95950.0,95160.1,95321.0,8909.685
2025-02-13 17:00:00,95321.0,95970.4,95258.0,95659.0,5386.221
2025-02-13 18:00:00,95659.0,95954.6,95300.0,95935.2,5229.308
2025-02-13 19:00:00,95935.1,96325.0,95500.0,95587.8,6771.793
2025-02-13 20:00:00,95587.9,96250.0,95544.9,96219.7,4531.055
2025-02-13 21:00:00,96219.7,96756.8,96203.7,96429.9,6138.037
2025-02-13 22:00:00,96429.9,96560.9,96212.5,96366.8,2302.949
2025-02-13 23:00:00,96366.8,96587.0,96271.3,96560.6,2820.531
2025-02-14 00:00:00,96560.6,96955.7,96490.7,96708.6,3746.917
2025-02-14 01:00:00,96708.6,96850.0,96309.5,96497.4,3260.9
2025-02-14 02:00:00,96497.3,96787.8,96407.1,96495.2,2899.859
2025-02-14 03:00:00,96495.1,97163.0,96492.8,97094.9,4050.52
2025-02-14 04:00:00,97094.9,97212.0,96707.0,96715.4,4249.375
